Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Dick Kepley|St. Louis Hawks|North Carolina|1961|11|7|98
Earl Shultz|New York Knicks|California|1961|12|1|99
George Patterson|Cincinnati Royals|Toledo|1961|12|2|100
Jackie Crawford|St. Louis Hawks|Centenary (LA)|1961|12|3|101
Ned Jennings|New York Knicks|Kentucky|1961|13|1|102
Clair McRoberts|Cincinnati Royals|Monmouth|1961|13|2|103
Howard Stacy|St. Louis Hawks|Louisville|1961|13|3|104
Bill Engressor|New York Knicks|Louisiana State|1961|14|1|105
Carl Bouldin|Cincinnati Royals|Cincinnati|1961|14|2|106
Vince Kempton|New York Knicks|Saint Joseph's|1961|15|1|107
Oscar Robertson|Cincinnati Royals|Cincinnati|1960|1|1|1
Jerry West|Los Angeles Lakers|West Virginia|1960|1|2|2
Darrall Imhoff|New York Knicks|California|1960|1|3|3
Jackie Moreland|Detroit Pistons|Louisiana Tech|1960|1|4|4
Lee Shaffer|Syracuse Nationals|North Carolina|1960|1|5|5
Lenny Wilkens|St. Louis Hawks|Providence|1960|1|6|6
Al Bunge|Philadelphia Warriors|Maryland|1960|1|7|7
Thomas Sanders|Boston Celtics|New York University|1960|1|8|8
Jay Arnette|Cincinnati Royals|Texas|1960|2|1|9
Dave Budd|New York Knicks|Wake Forest|1960|2|2|10
Kelly Coleman|New York Knicks|Kentucky Wesleyan|1960|2|3|11
Ron Johnson|Detroit Pistons|Minnesota|1960|2|4|12
Wilbur Trosch|Syracuse Nationals|Saint Francis (PA)|1960|2|5|13
Frank Radovich|St. Louis Hawks|Indiana|1960|2|6|14
William Kennedy|Philadelphia Warriors|Temple|1960|2|7|15
Leroy Wright|Boston Celtics|Pacific|1960|2|8|16
Ralph Davis|Cincinnati Royals|Cincinnati|1960|3|1|17
Jim Hagan|Los Angeles Lakers|Tennessee Tech|1960|3|2|18
Bob McNeill|New York Knicks|Saint Joseph's|1960|3|3|19
Frank Case|Detroit Pistons|Dayton|1960|3|4|20
Joe Roberts|Syracuse Nationals|Ohio State|1960|3|5|21
Fred LaCour|St. Louis Hawks|San Francisco|1960|3|6|22
Bob Mealy|Philadelphia Warriors|Manhattan|1960|3|7|23
Mike Graney|Boston Celtics|Notre Dame|1960|3|8|24
Dalen Showalter|Cincinnati Royals|Tennessee|1960|4|1|25
Wally Frank|Los Angeles Lakers|Kansas State|1960|4|2|26
Ben Warley|Los Angeles Lakers|Tennessee State|1960|4|3|27
Ken Remley|Detroit Pistons|West Virginia Wesleyan|1960|4|4|28
Carl Cole|Syracuse Nationals|Eastern Kentucky|1960|4|5|29
Horace Walker|St. Louis Hawks|Michigan State|1960|4|6|30
Charley Sharp|Philadelphia Warriors|Texas State|1960|4|7|31
Sid Cohen|Boston Celtics|Kentucky|1960|4|8|32
Don Ogorek|Cincinnati Royals|Seattle|1960|5|1|33
George Farley|Los Angeles Lakers|Cornell|1960|5|2|34
Charles McNeil|New York Knicks|Maryland|1960|5|3|35
Willie Jones|Detroit Pistons|Northwestern|1960|5|4|36
Jim Mudd|Syracuse Nationals|North Texas|1960|5|5|37
Jimmy Darrow|St. Louis Hawks|Bowling Green|1960|5|6|38
Alvin Attles|Philadelphia Warriors|North Carolina A&T|1960|5|7|39
Wayne Lawrence|Boston Celtics|Texas A&M|1960|5|8|40
